"source","binder_pdf_page_number","year","month","day","arrival_time","sunrise_time","observer","lek_name","trapping_activity","wind_mph","cloud_cover_percent_comments","snowing_status","raining_status","temp_f","other_weather_conditions","lek_ground_condition","predator_disturbance_type","predator_disturbance_time","observation_time","num_males_observed","num_females_observed","comments_observations_or_marks","other_fights_and_comments"
"binder","22","1988",5,5,"5:40","5:59","White","viewpoint",NA,"10 to 15","20","no","no",NA,"Full moon overnight",NA,NA,NA,"5:59",2,0,NA,"5:47 - all but 5 males flew E - were some northern harriers just below ridge when drove in. Remaining 5 strutted a lot! R/B.  5:57 - 3 more males flew E. Birds that flew only about 100 m to E, but no strutting. Golden eagle on ridge ~1/2 mile away."
"binder","23","1988",5,6,"4:58","5:58","White","viewpoint","cannon net","10 to 15 gusty","40","no","no",NA,"N. lights + full moon overnight",NA,NA,NA,"5:15",10,0,NA,"At ~ 5:40 most males (8) flew  - may be due to movement of trucks as all were trying to get close enought to see net. Cannon net not fired"
"binder","23","1988",5,6,"4:58","5:58","White","viewpoint","cannon net","10 to 15 gusty","40","no","no",NA,"N. lights + full moon overnight",NA,NA,NA,"5:32",12,0,NA,"At ~ 5:40 most males (8) flew  - may be due to movement of trucks as all were trying to get close enought to see net. Cannon net not fired"
"binder","23","1988",5,6,"4:58","5:58","White","viewpoint","cannon net","10 to 15 gusty","40","no","no",NA,"N. lights + full moon overnight",NA,NA,NA,"5:44",5,0,NA,"At ~ 5:40 most males (8) flew  - may be due to movement of trucks as all were trying to get close enought to see net. Cannon net not fired"
"binder","23","1988",5,6,"4:58","5:58","White","viewpoint","cannon net","10 to 15 gusty","40","no","no",NA,"N. lights + full moon overnight",NA,NA,NA,"5:53",8,0,"Some males strutting (mostly juven), many marked","At ~ 5:40 most males (8) flew  - may be due to movement of trucks as all were trying to get close enought to see net. Cannon net not fired"
"binder","25","1988",5,8,"5:17","5:55","White/Burton","viewpoint","cannon net","10 to 15","70","no","no",NA,"Snow overnight + high winds - cannon net","covered by snow",NA,NA,"5:22",21,2,NA,"Lots of activity - 2? female solicited several males (including R/B) + no response because males kept fighting + chasing each other off. 5:46 - wind has really picked up. R/B - interrupted copulation!! Female solicited again - UM male twice - interrupted by 3 other males - including R/B"
"binder","25","1988",5,8,"5:17","5:55","White/Burton","viewpoint","cannon net","10 to 15","70","no","no",NA,"Snow overnight + high winds - cannon net","covered by snow",NA,NA,"5:35",20,3,"R/B present + strutting at females","Lots of activity - 2? female solicited several males (including R/B) + no response because males kept fighting + chasing each other off. 5:46 - wind has really picked up. R/B - interrupted copulation!! Female solicited again - UM male twice - interrupted by 3 other males - including R/B"
"binder","25","1988",5,8,"5:17","5:55","White/Burton","viewpoint","cannon net","10 to 15","70","no","no",NA,"Snow overnight + high winds - cannon net","covered by snow",NA,NA,"5:52",19,1,"R/B fighting later after males - R/R present","Lots of activity - 2? female solicited several males (including R/B) + no response because males kept fighting + chasing each other off. 5:46 - wind has really picked up. R/B - interrupted copulation!! Female solicited again - UM male twice - interrupted by 3 other males - including R/B"
"binder","25","1988",5,8,"5:17","5:55","White/Burton","viewpoint","cannon net","10 to 15","70","no","no",NA,"Snow overnight + high winds - cannon net","covered by snow",NA,NA,"5:50",19,0,"Strutting stopped - all females gone","Lots of activity - 2? female solicited several males (including R/B) + no response because males kept fighting + chasing each other off. 5:46 - wind has really picked up. R/B - interrupted copulation!! Female solicited again - UM male twice - interrupted by 3 other males - including R/B"
"binder","27","1988",5,14,"5:26","5:54","White","viewpoint",NA,"5 to 10","20","no","no",NA,NA,NA,NA,NA,"5:30",7,0,"No strutting, 3 juv, small squabbles between adults + juvenile","As female draw in ~ 15 birds flew to W. Hens flew at 5:28. 1 adult male terrorize 2 juveniles + 1 ? adult so bad they flew away. No marked birds. 6:37 all birds flew."
"binder","27","1988",5,14,"5:26","5:54","White","viewpoint",NA,"5 to 10","20","no","no",NA,NA,NA,NA,NA,"5:38",0,0,"THIS IS STUPID","As female draw in ~ 15 birds flew to W. Hens flew at 5:28. 1 adult male terrorize 2 juveniles + 1 ? adult so bad they flew away. No marked birds. 6:37 all birds flew."
"binder","28","1988",5,15,"5:22","5:48","White","viewpoint",NA,"0 to 5","0","no","no",NA,NA,NA,NA,NA,"5:25",16,2,NA,"5:29 - 1 hen flew E - cannot find 2nd one. Y/O tail wagging + clucking w/UM male - wing beating + grabbing by neck - standoff. Nobody strutting after hen left. R/B chased off by UM male."
"binder","28","1988",5,15,"5:22","5:48","White","viewpoint",NA,"0 to 5","0","no","no",NA,NA,NA,NA,NA,"5:36",9,0,"Most ""resting""","5:29 - 1 hen flew E - cannot find 2nd one. Y/O tail wagging + clucking w/UM male - wing beating + grabbing by neck - standoff. Nobody strutting after hen left. R/B chased off by UM male."
"binder","28","1988",5,15,"5:22","5:48","White","viewpoint",NA,"0 to 5","0","no","no",NA,NA,NA,NA,NA,"5:51",3,0,"Bye","5:29 - 1 hen flew E - cannot find 2nd one. Y/O tail wagging + clucking w/UM male - wing beating + grabbing by neck - standoff. Nobody strutting after hen left. R/B chased off by UM male."
"binder","13","1988",3,25,"5:30","6:02","Burton","south_fetterman",NA,"25 to 30","75","no","no",NA,"Wind extreme","clear no snow",NA,NA,"5:35",3,0,"Some strutting - too far away","No visible tags. Need to move closer was on the wrong side of the dam. The birds moved off"
"binder","13","1988",3,25,"5:30","6:02","Burton","south_fetterman",NA,"25 to 30","75","no","no",NA,"Wind extreme","clear no snow",NA,NA,"5:45",3,0,"birds moving ","No visible tags. Need to move closer was on the wrong side of the dam. The birds moved off"
"binder","13","1988",3,25,"5:30","6:02","Burton","south_fetterman",NA,"25 to 30","75","no","no",NA,"Wind extreme","clear no snow",NA,NA,"6:02",3,0,"birds moved off lek - no strutting ","No visible tags. Need to move closer was on the wrong side of the dam. The birds moved off"
"binder","15","1988",3,29,"5:40","6:04","Burton","south_fetterman",NA,"15 to 20","clear","no","no","cold",NA,"good/clear of snow",NA,NA,"5:40",7,0,NA,"No tags"
"binder","15","1988",3,29,"5:40","6:04","Burton","south_fetterman",NA,"15 to 20","clear","no","no","cold",NA,"good/clear of snow",NA,NA,"5:45",8,0,NA,"No tags"
"binder","15","1988",3,29,"5:40","6:04","Burton","south_fetterman",NA,"15 to 20","clear","no","no","cold",NA,"good/clear of snow",NA,NA,"5:50",8,1,NA,"No tags"
"binder","15","1988",3,29,"5:40","6:04","Burton","south_fetterman",NA,"15 to 20","clear","no","no","cold",NA,"good/clear of snow",NA,NA,"5:51",NA,NA,"8-9 birds flew off lek to other side of dam and landed. one male stayed and kept strutting . ","No tags"
"binder","16","1988",4,1,"4:46","5:49","Burton","south_fetterman",NA,"slight, 0 to 5","0 to 5","no","no",NA,"Good",NA,NA,NA,"5:20",7,2,NA,NA
"binder","16","1988",4,1,"4:46","5:49","Burton","south_fetterman",NA,"slight, 0 to 5","0 to 5","no","no",NA,"Good",NA,NA,NA,"5:23",8,0,NA,NA
"binder","16","1988",4,1,"4:46","5:49","Burton","south_fetterman",NA,"slight, 0 to 5","0 to 5","no","no",NA,"Good",NA,NA,NA,"5:30",7,0,NA,NA
"binder","16","1988",4,1,"4:46","5:49","Burton","south_fetterman",NA,"slight, 0 to 5","0 to 5","no","no",NA,"Good",NA,NA,NA,"5:42",8,0,NA,NA
"binder","16","1988",4,1,"4:46","5:49","Burton","south_fetterman",NA,"slight, 0 to 5","0 to 5","no","no",NA,"Good",NA,NA,NA,"5:43",NA,NA,"flushed off lek",NA
"binder","17","1988",4,4,"5:50","6:44","Boyce/Burton","south_fetterman",NA,"10","30","no","no",NA,"Bright moon","dry",NA,NA,"6:17",10,11,"Females walked off to W",NA
"binder","17","1988",4,4,"5:50","6:44","Boyce/Burton","south_fetterman",NA,"10","30","no","no",NA,"Bright moon","dry",NA,NA,"6:30",10,0,NA,NA
"binder","17","1988",4,4,"5:50","6:44","Boyce/Burton","south_fetterman",NA,"10","30","no","no",NA,"Bright moon","dry",NA,NA,"7:15",10,0,NA,NA
"binder","18","1988",4,5,"5:15","6:00","Burton/ Carter","south_fetterman",NA,"0 to 20","100","yes","no",NA,"Light snow cover on lek ","net set for rocket netting",NA,NA,"5:55",4,0,NA,"No tags"
"binder","18","1988",4,5,"5:15","6:00","Burton/ Carter","south_fetterman",NA,"0 to 20","100","yes","no",NA,"Light snow cover on lek ","net set for rocket netting",NA,NA,"6:05",7,3,"Master cock appearto be on the far side of the net ","No tags"
"binder","18","1988",4,5,"5:15","6:00","Burton/ Carter","south_fetterman",NA,"0 to 20","100","yes","no",NA,"Light snow cover on lek ","net set for rocket netting",NA,NA,"6:15",9,3,NA,"No tags"
"binder","18","1988",4,5,"5:15","6:00","Burton/ Carter","south_fetterman",NA,"0 to 20","100","yes","no",NA,"Light snow cover on lek ","net set for rocket netting",NA,NA,"6:25",7,1,NA,"No tags"
"binder","18","1988",4,5,"5:15","6:00","Burton/ Carter","south_fetterman",NA,"0 to 20","100","yes","no",NA,"Light snow cover on lek ","net set for rocket netting",NA,NA,"6:45",7,0,NA,"No tags"
"binder","18","1988",4,5,"5:15","6:00","Burton/ Carter","south_fetterman",NA,"0 to 20","100","yes","no",NA,"Light snow cover on lek ","net set for rocket netting",NA,NA,"6:58",7,0,NA,"No tags"
"binder","19","1988",4,16,"6:18","6:42","Burton","south_fetterman",NA,"10 to 15","5 to 10","no","no",NA,NA,"good",NA,NA,"6:18",6,8,"no tagged birds yet","females clustered around male on east edge of clearing - will move stake to the east . This male is the 2nd in from the right, master cock won fight - 2 remaining females clustered around him - 6:46 got copualtion!"
"binder","19","1988",4,16,"6:18","6:42","Burton","south_fetterman",NA,"10 to 15","5 to 10","no","no",NA,NA,"good",NA,NA,"6:20",8,16,NA,"females clustered around male on east edge of clearing - will move stake to the east . This male is the 2nd in from the right, master cock won fight - 2 remaining females clustered around him - 6:46 got copualtion!"
"binder","19","1988",4,16,"6:18","6:42","Burton","south_fetterman",NA,"10 to 15","5 to 10","no","no",NA,NA,"good",NA,NA,"6:24",6,6,"Some females flew off (12 birds, 2 males, 10 females)","females clustered around male on east edge of clearing - will move stake to the east . This male is the 2nd in from the right, master cock won fight - 2 remaining females clustered around him - 6:46 got copualtion!"
"binder","19","1988",4,16,"6:18","6:42","Burton","south_fetterman",NA,"10 to 15","5 to 10","no","no",NA,NA,"good",NA,NA,"6:28",6,6,NA,"females clustered around male on east edge of clearing - will move stake to the east . This male is the 2nd in from the right, master cock won fight - 2 remaining females clustered around him - 6:46 got copualtion!"
"binder","19","1988",4,16,"6:18","6:42","Burton","south_fetterman",NA,"10 to 15","5 to 10","no","no",NA,NA,"good",NA,NA,"6:33",6,6,NA,"females clustered around male on east edge of clearing - will move stake to the east . This male is the 2nd in from the right, master cock won fight - 2 remaining females clustered around him - 6:46 got copualtion!"
"binder","19","1988",4,16,"6:18","6:42","Burton","south_fetterman",NA,"10 to 15","5 to 10","no","no",NA,NA,"good",NA,NA,"6:41",6,2,"few females flew off","females clustered around male on east edge of clearing - will move stake to the east . This male is the 2nd in from the right, master cock won fight - 2 remaining females clustered around him - 6:46 got copualtion!"
"binder","19","1988",4,16,"6:18","6:42","Burton","south_fetterman",NA,"10 to 15","5 to 10","no","no",NA,NA,"good",NA,NA,"6:41",6,2,"copulation!","females clustered around male on east edge of clearing - will move stake to the east . This male is the 2nd in from the right, master cock won fight - 2 remaining females clustered around him - 6:46 got copualtion!"
"binder","19","1988",4,16,"6:18","6:42","Burton","south_fetterman",NA,"10 to 15","5 to 10","no","no",NA,NA,"good",NA,NA,"6:55",6,2,NA,"females clustered around male on east edge of clearing - will move stake to the east . This male is the 2nd in from the right, master cock won fight - 2 remaining females clustered around him - 6:46 got copualtion!"
"binder","19","1988",4,16,"6:18","6:42","Burton","south_fetterman",NA,"10 to 15","5 to 10","no","no",NA,NA,"good",NA,NA,"6:57",6,0,"Female flew off ","females clustered around male on east edge of clearing - will move stake to the east . This male is the 2nd in from the right, master cock won fight - 2 remaining females clustered around him - 6:46 got copualtion!"
"binder","20","1988",4,7,"6:02","6:40","Johnson/Crouse","south_fetterman",NA,"<5","0","no","no",NA,"Nightlighted","clean",NA,NA,"6:02",7,15,NA,NA
"binder","20","1988",4,7,"6:02","6:40","Johnson/Crouse","south_fetterman",NA,"<5","0","no","no",NA,"Nightlighted","clean",NA,NA,"6:10",9,31,"hens just walked around",NA
"binder","20","1988",4,7,"6:02","6:40","Johnson/Crouse","south_fetterman",NA,"<5","0","no","no",NA,"Nightlighted","clean",NA,NA,"6:27",8,3,"all the birds dispersed and wandered all over - off the lek - still strutting ",NA
"binder","20","1988",4,7,"6:02","6:40","Johnson/Crouse","south_fetterman",NA,"<5","0","no","no",NA,"Nightlighted","clean",NA,NA,"6:33",8,0,NA,NA
"binder","23","1988",4,10,"4:30","6:33","White/Eadleman","south_fetterman","cannon net (spotlight before)","0","0","no","no",NA,"very cold!",NA,NA,NA,"5:53",7,23,NA,"1 male with ripped air sac. Only a few males strutting, females out of sight. 7:39 - most females and 1 male flew. 7:42 - several females flew into males. During 1 copulation, a hen climbed on a male's back while he was on another hen."
"binder","23","1988",4,10,"4:30","6:33","White/Eadleman","south_fetterman","cannon net (spotlight before)","0","0","no","no",NA,"very cold!",NA,NA,NA,"6:04",7,35,"females all w/selves - not 1 male","1 male with ripped air sac. Only a few males strutting, females out of sight. 7:39 - most females and 1 male flew. 7:42 - several females flew into males. During 1 copulation, a hen climbed on a male's back while he was on another hen."
"binder","23","1988",4,10,"4:30","6:33","White/Eadleman","south_fetterman","cannon net (spotlight before)","0","0","no","no",NA,"very cold!",NA,NA,NA,"6:53",5,1,"females in draw S of lek - (?)","1 male with ripped air sac. Only a few males strutting, females out of sight. 7:39 - most females and 1 male flew. 7:42 - several females flew into males. During 1 copulation, a hen climbed on a male's back while he was on another hen."
"binder","23","1988",4,10,"4:30","6:33","White/Eadleman","south_fetterman","cannon net (spotlight before)","0","0","no","no",NA,"very cold!",NA,NA,NA,"7:46",6,7,NA,"1 male with ripped air sac. Only a few males strutting, females out of sight. 7:39 - most females and 1 male flew. 7:42 - several females flew into males. During 1 copulation, a hen climbed on a male's back while he was on another hen."
"binder","24","1988",4,10,NA,"6:40","Burton","south_fetterman",NA,"0 to 5","10","no","no",NA,"Good",NA,NA,NA,"7:10",7,16,"master cock moved","One bird with bloody air sac Marked location of master cock w/ No#8 stake. tags: YO"
"binder","24","1988",4,10,NA,"6:40","Burton","south_fetterman",NA,"0 to 5","10","no","no",NA,"Good",NA,NA,NA,"7:15",7,27,"3 females flew off S","One bird with bloody air sac Marked location of master cock w/ No#8 stake. tags: YO"
"binder","24","1988",4,10,NA,"6:40","Burton","south_fetterman",NA,"0 to 5","10","no","no",NA,"Good",NA,NA,NA,"7:25",7,28,NA,"One bird with bloody air sac Marked location of master cock w/ No#8 stake. tags: YO"
"binder","24","1988",4,10,NA,"6:40","Burton","south_fetterman",NA,"0 to 5","10","no","no",NA,"Good",NA,NA,NA,"7:31",5,10,"females leaving lek","One bird with bloody air sac Marked location of master cock w/ No#8 stake. tags: YO"
"binder","25","1988",4,26,"5:50","6:10","Burton","south_fetterman",NA,"10 to 15","90 to 95","no","no",NA,NA,"1-2in of snow on lek",NA,NA,"5:50",13,0,NA,"No Strutting. Tags: RB, YO, WR"
"binder","25","1988",4,26,"5:50","6:10","Burton","south_fetterman",NA,"10 to 15","90 to 95","no","no",NA,NA,"1-2in of snow on lek",NA,NA,"6:05",12,0,NA,"No Strutting. Tags: RB, YO, WR"
"binder","25","1988",4,26,"5:50","6:10","Burton","south_fetterman",NA,"10 to 15","90 to 95","no","no",NA,NA,"1-2in of snow on lek",NA,NA,"6:20",13,0,NA,"No Strutting. Tags: RB, YO, WR"
"binder","missed","1988",4,27,"7:00","6:07","Bayer/Burton","mule_creek",NA,"20 to 25","10","no","no",NA,NA,"play 1/2 (?) with water and 20% snow cover",NA,NA,"7:00",7,NA,"Toward W end of playa.",NA
"binder","15","1988",4,10,"6:30","6:40","Burton","mule_creek",NA,"light, 0 to 5","20","no","no",NA,NA,"frost on ground",NA,NA,NA,NA,NA,"Counted 26 total individuals as they flew over the road","Did not observe birds on lek. Birds flew over the truck when driving on Fetterman Rd. toward junction. I think they may have been flushed by soe antelope disturbed by the truck."
"binder","16","1988",4,14,"5:41","6:33","White","mule_creek",NA,"no","0","no","no",NA,NA,NA,NA,NA,"5:52",8,10,NA,"5:59 - all hens and 4 males flushed - why?? 6:45 - B/B walked to E mating center - only 3 males left in E center - but fighting for attention. Appears to be 2 mating centers although 1 not seen until hens flushed. Hens (?) center. Hens 1st clustered at W one, then at E one."
"binder","16","1988",4,14,"5:41","6:33","White","mule_creek",NA,"no","0","no","no",NA,NA,NA,NA,NA,"5:54",12,13,NA,"5:59 - all hens and 4 males flushed - why?? 6:45 - B/B walked to E mating center - only 3 males left in E center - but fighting for attention. Appears to be 2 mating centers although 1 not seen until hens flushed. Hens (?) center. Hens 1st clustered at W one, then at E one."
"binder","16","1988",4,14,"5:41","6:33","White","mule_creek",NA,"no","0","no","no",NA,NA,NA,NA,NA,"6:16",13,20,"W mating center","5:59 - all hens and 4 males flushed - why?? 6:45 - B/B walked to E mating center - only 3 males left in E center - but fighting for attention. Appears to be 2 mating centers although 1 not seen until hens flushed. Hens (?) center. Hens 1st clustered at W one, then at E one."
"binder","16","1988",4,14,"5:41","6:33","White","mule_creek",NA,"no","0","no","no",NA,NA,NA,NA,NA,"6:35",12,15,NA,"5:59 - all hens and 4 males flushed - why?? 6:45 - B/B walked to E mating center - only 3 males left in E center - but fighting for attention. Appears to be 2 mating centers although 1 not seen until hens flushed. Hens (?) center. Hens 1st clustered at W one, then at E one."
"binder","16","1988",4,14,"5:41","6:33","White","mule_creek",NA,"no","0","no","no",NA,NA,NA,NA,NA,"6:48",13,22,NA,"5:59 - all hens and 4 males flushed - why?? 6:45 - B/B walked to E mating center - only 3 males left in E center - but fighting for attention. Appears to be 2 mating centers although 1 not seen until hens flushed. Hens (?) center. Hens 1st clustered at W one, then at E one."
"binder","16","1988",4,14,"5:41","6:33","White","mule_creek",NA,"no","0","no","no",NA,NA,NA,NA,NA,"7:06",11,8,NA,"5:59 - all hens and 4 males flushed - why?? 6:45 - B/B walked to E mating center - only 3 males left in E center - but fighting for attention. Appears to be 2 mating centers although 1 not seen until hens flushed. Hens (?) center. Hens 1st clustered at W one, then at E one."
"binder","17","1988",4,15,"5:15","6:32","White/Burgess","mule_creek","night light","0","0","no","no",NA,NA,NA,NA,NA,"5:51",7,8,NA,"only 1 mating center - just S of stairs. B/B won fight w/ UM male. G/G lost fight w/ unmarked but maintained his strutting. Master chased off juv male which was then chaed by another umarked male. 2 females solicited master cock and got no response. 2 males chased (?) females off the lek."
"binder","17","1988",4,15,"5:15","6:32","White/Burgess","mule_creek","night light","0","0","no","no",NA,NA,NA,NA,NA,"6:01",11,16,"1 mating center","only 1 mating center - just S of stairs. B/B won fight w/ UM male. G/G lost fight w/ unmarked but maintained his strutting. Master chased off juv male which was then chaed by another umarked male. 2 females solicited master cock and got no response. 2 males chased (?) females off the lek."
"binder","17","1988",4,15,"5:15","6:32","White/Burgess","mule_creek","night light","0","0","no","no",NA,NA,NA,NA,NA,"6:22",11,14,"many hens moved to N sage","only 1 mating center - just S of stairs. B/B won fight w/ UM male. G/G lost fight w/ unmarked but maintained his strutting. Master chased off juv male which was then chaed by another umarked male. 2 females solicited master cock and got no response. 2 males chased (?) females off the lek."
"binder","17","1988",4,15,"5:15","6:32","White/Burgess","mule_creek","night light","0","0","no","no",NA,NA,NA,NA,NA,"6:43",13,6,NA,"only 1 mating center - just S of stairs. B/B won fight w/ UM male. G/G lost fight w/ unmarked but maintained his strutting. Master chased off juv male which was then chaed by another umarked male. 2 females solicited master cock and got no response. 2 males chased (?) females off the lek."
"binder","18","1988",4,21,"5:30","6:27","Boyce/Marjean Heisler","mule_creek",NA,"15 to 20","30","no","no",NA,"Wind died down to 0 by sunrise. Raining as we approached lek. ","nightlighted last night ",NA,NA,"5:40",10,4,NA,"Some males SE edge of lek."
"binder","18","1988",4,21,"5:30","6:27","Boyce/Marjean Heisler","mule_creek",NA,"15 to 20","30","no","no",NA,"Wind died down to 0 by sunrise. Raining as we approached lek. ","nightlighted last night ",NA,NA,"6:17",10,3,NA,"Some males SE edge of lek."
"binder","18","1988",4,21,"5:30","6:27","Boyce/Marjean Heisler","mule_creek",NA,"15 to 20","30","no","no",NA,"Wind died down to 0 by sunrise. Raining as we approached lek. ","nightlighted last night ",NA,NA,"6:30",12,0,NA,"Some males SE edge of lek."
"binder","19","1988",4,25,"6:28","6:08","White","mule_creek",NA,"10 to 15","50","no","no",NA,NA,NA,NA,NA,"6:28",17,2,"2 juv, hens walking onto lek","Y/Y - standoff w/ UM male (3x). G/G - 2 fights w/ UM male - standoff. Both females ran off opposite side of lek and sat down ~ 30m from males."
"binder","19","1988",4,25,"6:28","6:08","White","mule_creek",NA,"10 to 15","50","no","no",NA,NA,NA,NA,NA,"6:50",16,4,"females 6 far away from males","Y/Y - standoff w/ UM male (3x). G/G - 2 fights w/ UM male - standoff. Both females ran off opposite side of lek and sat down ~ 30m from males."
"binder","19","1988",4,25,"6:28","6:08","White","mule_creek",NA,"10 to 15","50","no","no",NA,NA,NA,NA,NA,"7:03",10,0,"All hens gone, males just sitting","Y/Y - standoff w/ UM male (3x). G/G - 2 fights w/ UM male - standoff. Both females ran off opposite side of lek and sat down ~ 30m from males."
"binder","20","1988",4,28,"6:00","6:15","Boyce","mule_creek",NA,"0","2","no","no",NA,"Large accipiter flying over lek when I arrived","birds ducked and stayed down.","accipiter, prairie falcon, northern harrier, airplane","6:00, 6:18, 6:26, 6:48","6:10",13,0,"Hawk sitting W of lek. ","Prairie falcon flew by at 6:18 - all hunkered down again. At 6:26 N. harrier flew right over lek. Very little strutting. Y/Y standoff w/ unmarked male. Marked males: B/W?, B/Y, Y/Y. Airplane at 6:48 - no reaction noticed by birds"
"binder","20","1988",4,28,"6:00","6:15","Boyce","mule_creek",NA,"0","2","no","no",NA,"Large accipiter flying over lek when I arrived","birds ducked and stayed down.","accipiter, prairie falcon, northern harrier, airplane","6:00, 6:18, 6:26, 6:48","6:14",13,0,"Hawk left. ","Prairie falcon flew by at 6:18 - all hunkered down again. At 6:26 N. harrier flew right over lek. Very little strutting. Y/Y standoff w/ unmarked male. Marked males: B/W?, B/Y, Y/Y. Airplane at 6:48 - no reaction noticed by birds"
"binder","20","1988",4,28,"6:00","6:15","Boyce","mule_creek",NA,"0","2","no","no",NA,"Large accipiter flying over lek when I arrived","birds ducked and stayed down.","accipiter, prairie falcon, northern harrier, airplane","6:00, 6:18, 6:26, 6:48","6:21",15,0,NA,"Prairie falcon flew by at 6:18 - all hunkered down again. At 6:26 N. harrier flew right over lek. Very little strutting. Y/Y standoff w/ unmarked male. Marked males: B/W?, B/Y, Y/Y. Airplane at 6:48 - no reaction noticed by birds"
"binder","20","1988",4,28,"6:00","6:15","Boyce","mule_creek",NA,"0","2","no","no",NA,"Large accipiter flying over lek when I arrived","birds ducked and stayed down.","accipiter, prairie falcon, northern harrier, airplane","6:00, 6:18, 6:26, 6:48","6:28",18,0,NA,"Prairie falcon flew by at 6:18 - all hunkered down again. At 6:26 N. harrier flew right over lek. Very little strutting. Y/Y standoff w/ unmarked male. Marked males: B/W?, B/Y, Y/Y. Airplane at 6:48 - no reaction noticed by birds"
"binder","20","1988",4,28,"6:00","6:15","Boyce","mule_creek",NA,"0","2","no","no",NA,"Large accipiter flying over lek when I arrived","birds ducked and stayed down.","accipiter, prairie falcon, northern harrier, airplane","6:00, 6:18, 6:26, 6:48","6:38",12,0,NA,"Prairie falcon flew by at 6:18 - all hunkered down again. At 6:26 N. harrier flew right over lek. Very little strutting. Y/Y standoff w/ unmarked male. Marked males: B/W?, B/Y, Y/Y. Airplane at 6:48 - no reaction noticed by birds"
"binder","20","1988",4,28,"6:00","6:15","Boyce","mule_creek",NA,"0","2","no","no",NA,"Large accipiter flying over lek when I arrived","birds ducked and stayed down.","accipiter, prairie falcon, northern harrier, airplane","6:00, 6:18, 6:26, 6:48","6:51",13,0,NA,"Prairie falcon flew by at 6:18 - all hunkered down again. At 6:26 N. harrier flew right over lek. Very little strutting. Y/Y standoff w/ unmarked male. Marked males: B/W?, B/Y, Y/Y. Airplane at 6:48 - no reaction noticed by birds"
"binder","29 & 30","1987",4,10,"6:10","6:38","Lacey","broken_wing",NA,"0 to 5","<5","no","no",NA,NA,"clean",NA,NA,"6:10",14,40,"Hens eating, lots of (?) among hens , run off when male approach them (?) left ","On 9 Apr 87 there were 3 males on what appears to be the mating center. We caught one night-lighting. 10 Apr 87 from a group of 3 strutting in the moonlight. 1 male trying to force copulations; females beat up on him. R/P P/G standoff. G won encounter."
"binder","29 & 30","1987",4,10,"6:10","6:38","Lacey","broken_wing",NA,"0 to 5","<5","no","no",NA,NA,"clean",NA,NA,"6:25",20,51,NA,"On 9 Apr 87 there were 3 males on what appears to be the mating center. We caught one night-lighting. 10 Apr 87 from a group of 3 strutting in the moonlight. 1 male trying to force copulations; females beat up on him. R/P P/G standoff. G won encounter."
"binder","29 & 30","1987",4,10,"6:10","6:38","Lacey","broken_wing",NA,"0 to 5","<5","no","no",NA,NA,"clean",NA,NA,"6:35",23,44,NA,"On 9 Apr 87 there were 3 males on what appears to be the mating center. We caught one night-lighting. 10 Apr 87 from a group of 3 strutting in the moonlight. 1 male trying to force copulations; females beat up on him. R/P P/G standoff. G won encounter."
"binder","29 & 30","1987",4,10,"6:10","6:38","Lacey","broken_wing",NA,"0 to 5","<5","no","no",NA,NA,"clean",NA,NA,"6:53",20,42,NA,"On 9 Apr 87 there were 3 males on what appears to be the mating center. We caught one night-lighting. 10 Apr 87 from a group of 3 strutting in the moonlight. 1 male trying to force copulations; females beat up on him. R/P P/G standoff. G won encounter."
"binder","29 & 30","1987",4,10,"6:10","6:38","Lacey","broken_wing",NA,"0 to 5","<5","no","no",NA,NA,"clean",NA,NA,"7:14",20,31,NA,"On 9 Apr 87 there were 3 males on what appears to be the mating center. We caught one night-lighting. 10 Apr 87 from a group of 3 strutting in the moonlight. 1 male trying to force copulations; females beat up on him. R/P P/G standoff. G won encounter."
"binder","29 & 30","1987",4,10,"6:10","6:38","Lacey","broken_wing",NA,"0 to 5","<5","no","no",NA,NA,"clean",NA,NA,"7:40",14,16,NA,"On 9 Apr 87 there were 3 males on what appears to be the mating center. We caught one night-lighting. 10 Apr 87 from a group of 3 strutting in the moonlight. 1 male trying to force copulations; females beat up on him. R/P P/G standoff. G won encounter."
"binder","31","1987",4,14,"5:30","6:35","Greg Gylten","broken_wing",NA,NA,"clear",NA,NA,"15",NA,"frost",NA,NA,"6:15",11,19,"RW - LW fought off another male before strutting ",NA
"binder","31","1987",4,14,"5:30","6:35","Greg Gylten","broken_wing",NA,NA,"clear",NA,NA,"15",NA,"frost",NA,NA,"6:45",14,14,NA,NA
"binder","31","1987",4,14,"5:30","6:35","Greg Gylten","broken_wing",NA,NA,"clear",NA,NA,"15",NA,"frost",NA,NA,"6:55",5,10,"RW - LW - in center, fought off another ",NA
"binder","31","1987",4,14,"5:30","6:35","Greg Gylten","broken_wing",NA,NA,"clear",NA,NA,"15",NA,"frost",NA,NA,"7:20",5,4,"Scattering",NA
"binder","31","1987",4,14,"5:30","6:35","Greg Gylten","broken_wing",NA,NA,"clear",NA,NA,"15",NA,"frost",NA,NA,"7:45",2,2,"2 Female close to the male which eventually copulates",NA
