"source","binder_pdf_page_number","year","month","day","arrival_time","observer","lek_name","trapping_activity","wind_mph","cloud_cover_percent_comments","snowing_status","raining_status","temp_f","other_weather_conditions","lek_ground_condition","predator_disturbance_type","predator_disturbance_time","type","left_tag_color","left_tag_number","left_tag_code","right_tag_color","right_tag_number","right_tag_code","age","observation_time","sunrise_time","time_start","time_end","num_of_struts","struts_5_min","distance_to_hens_category","distance_to_hens_notes","fights","num_of_copulations","breed","malaria","lice","other_fights_and_comments"
"binder","65","1990",4,7,NA,"White/Spencer","north","spotlight","calm","0","no","no","~25",NA,"clear",NA,NA,"copulation",NA,NA,NA,NA,NA,NA,NA,NA,"6:52",NA,NA,NA,NA,NA,NA,NA,2,"yes",NA,NA,"Both side of road - male 28struts/5min on NE side by 17 female. By 7:40 most hens had left.Stopped observations at 7:52."
"binder, floppy","65","1990",4,7,NA,"White/Spencer","north","spotlight","calm","0","no","no","~25",NA,"clear",NA,NA,"strut","blue","1670","B1670","orange","1364","O1364","adult",NA,"6:52","6:42","6:47",40,40,"1",NA,"On edge of cluster",NA,"no","yes","no","Both side of road - male 28struts/5min on NE side by 17 female. By 7:40 most hens had left.Stopped observations at 7:52."
"binder, floppy","65","1990",4,7,NA,"White/Spencer","north","spotlight","calm","0","no","no","~25",NA,"clear",NA,NA,"strut","blue","285","B285","blue","279","B279","adult",NA,"6:52","6:50","6:55",0,0,"3",NA,"BB -> um chase",NA,"no","yes",NA,"Both side of road - male 28struts/5min on NE side by 17 female. By 7:40 most hens had left.Stopped observations at 7:52."
"binder, floppy","65","1990",4,7,NA,"White/Spencer","north","spotlight","calm","0","no","no","~25",NA,"clear",NA,NA,"strut","red","1754","R1754","yellow","1271","Y1271","adult",NA,"6:52","6:52","6:57",3,3,"3",NA,NA,NA,"no","no","no","Both side of road - male 28struts/5min on NE side by 17 female. By 7:40 most hens had left.Stopped observations at 7:52."
"binder, floppy","65","1990",4,7,NA,"White/Spencer","north","spotlight","calm","0","no","no","~25",NA,"clear",NA,NA,"strut","red","1752","R1752","blue","1624","B1624","adult",NA,"6:52","6:59","7:04",24,24,"3",NA,NA,NA,"no",NA,NA,"Both side of road - male 28struts/5min on NE side by 17 female. By 7:40 most hens had left.Stopped observations at 7:52."
"binder, floppy","65","1990",4,7,NA,"White/Spencer","north","spotlight","calm","0","no","no","~25",NA,"clear",NA,NA,"strut","blue","1666","B1666","yellow","1267","Y1267","adult",NA,"6:52","7:04","7:09",5,5,"1",NA,"Female moved along",NA,"no","no","no","Both side of road - male 28struts/5min on NE side by 17 female. By 7:40 most hens had left.Stopped observations at 7:52."
"binder, floppy","65","1990",4,7,NA,"White/Spencer","north","spotlight","calm","0","no","no","~25",NA,"clear",NA,NA,"strut","yellow","1272","Y1272","white","1413","W1413","adult",NA,"6:52","7:07","7:12",0,0,"3",NA,NA,NA,"no","no","no","Both side of road - male 28struts/5min on NE side by 17 female. By 7:40 most hens had left.Stopped observations at 7:52."
"binder, floppy","65","1990",4,7,NA,"White/Spencer","north","spotlight","calm","0","no","no","~25",NA,"clear",NA,NA,"strut","red","102","R102","red","101","R101","adult",NA,"6:52","7:10","7:15",0,0,"3",NA,NA,NA,"no",NA,NA,"Both side of road - male 28struts/5min on NE side by 17 female. By 7:40 most hens had left.Stopped observations at 7:52."
"binder, floppy","65","1990",4,7,NA,"White/Spencer","north","spotlight","calm","0","no","no","~25",NA,"clear",NA,NA,"strut","green","1560","G1560","blue","1620","B1620","adult",NA,"6:52","7:22","7:27",17,17,"2",NA,"Chased off um (?)",NA,"no","yes",NA,"Both side of road - male 28struts/5min on NE side by 17 female. By 7:40 most hens had left.Stopped observations at 7:52."
"binder, floppy","67","1990",4,10,"6:21","White","north","none","10 to 15","100","no","no","~20","Full moon with clear sky overnight","frost - heavy",NA,NA,"strut","green","1560","G1560","blue","1620","B1620","adult",NA,"6:51","6:35","6:40",30,30,"1",NA,"Beat up um male",NA,"yes","yes",NA,"MC -> GB, By ~7:00 4 males on NE side of road w/ hen cluster, GB - hen cluster on SW side, By 7:30 males on E stake on SW gone - all action on road, Left 7:50 - 3 hens left - all wandering off"
"binder","67","1990",4,10,"6:21","White","north","none","10 to 15","100","no","no","~20","Full moon with clear sky overnight","frost - heavy",NA,NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:51",NA,NA,NA,NA,NA,NA,NA,3,"yes",NA,NA,"MC -> GB, By ~7:00 4 males on NE side of road w/ hen cluster, GB - hen cluster on SW side, By 7:30 males on E stake on SW gone - all action on road, Left 7:50 - 3 hens left - all wandering off"
"binder, floppy","67","1990",4,10,"6:21","White","north","none","10 to 15","100","no","no","~20","Full moon with clear sky overnight","frost - heavy",NA,NA,"strut","white red","1757","WR1757","red","1760","R1760","adult",NA,"6:51","6:42","6:44",21,21,"3",NA,NA,NA,"no","yes","no","MC -> GB, By ~7:00 4 males on NE side of road w/ hen cluster, GB - hen cluster on SW side, By 7:30 males on E stake on SW gone - all action on road, Left 7:50 - 3 hens left - all wandering off"
"binder","67","1990",4,10,"6:21","White","north","none","10 to 15","100","no","no","~20","Full moon with clear sky overnight","frost - heavy",NA,NA,"copulation","green",NA,NA,"blue",NA,NA,NA,NA,"6:51",NA,NA,NA,NA,NA,NA,NA,4,"yes",NA,NA,"MC -> GB, By ~7:00 4 males on NE side of road w/ hen cluster, GB - hen cluster on SW side, By 7:30 males on E stake on SW gone - all action on road, Left 7:50 - 3 hens left - all wandering off"
"binder, floppy","67","1990",4,10,"6:21","White","north","none","10 to 15","100","no","no","~20","Full moon with clear sky overnight","frost - heavy",NA,NA,"strut","blue","285","B285","blue","279","B279","adult",NA,"6:51","7:10","7:15",0,0,"2",NA,"Um -> BB",NA,"no","yes",NA,"MC -> GB, By ~7:00 4 males on NE side of road w/ hen cluster, GB - hen cluster on SW side, By 7:30 males on E stake on SW gone - all action on road, Left 7:50 - 3 hens left - all wandering off"
"binder","67","1990",4,10,"6:21","White","north","none","10 to 15","100","no","no","~20","Full moon with clear sky overnight","frost - heavy",NA,NA,"strut","red",NA,NA,NA,NA,NA,NA,NA,"6:51","7:16","7:21",0,0,"3",NA,NA,NA,NA,NA,NA,"MC -> GB, By ~7:00 4 males on NE side of road w/ hen cluster, GB - hen cluster on SW side, By 7:30 males on E stake on SW gone - all action on road, Left 7:50 - 3 hens left - all wandering off"
"binder, floppy","67","1990",4,10,"6:21","White","north","none","10 to 15","100","no","no","~20","Full moon with clear sky overnight","frost - heavy",NA,NA,"strut","green","1560","G1560","blue","1620","B1620","adult",NA,"6:51","7:29","7:34",24,24,"1",NA,"In hen cluster",NA,"no","yes",NA,"MC -> GB, By ~7:00 4 males on NE side of road w/ hen cluster, GB - hen cluster on SW side, By 7:30 males on E stake on SW gone - all action on road, Left 7:50 - 3 hens left - all wandering off"
"binder, floppy","68","1990",4,11,"7:10 - spotlighting SS","White","north","none","0 to 5","50","no","no","~20",NA,"clear",NA,NA,"strut","red","1754","R1754","yellow","1271","Y1271","adult",NA,"6:34","7:22","7:27",6,6,"3",NA,NA,NA,"no","no","no","At 7:26 - human distrubance - all birds left"
"binder","68","1990",4,11,"7:10 - spotlighting SS","White","north","none","0 to 5","50","no","no","~20",NA,"clear",NA,NA,"copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:34",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"At 7:26 - human distrubance - all birds left"
"binder, floppy","68","1990",4,11,"7:10 - spotlighting SS","White","north","none","0 to 5","50","no","no","~20",NA,"clear",NA,NA,"strut","red","1752","R1752","blue","1624","B1624","adult",NA,"6:34","7:24","7:29",14,14,"3",NA,"UM <-> RB",NA,"no",NA,NA,"At 7:26 - human distrubance - all birds left"
"binder, floppy","68","1990",4,11,"7:10 - spotlighting SS","White","north","none","0 to 5","50","no","no","~20",NA,"clear",NA,NA,"strut","blue","285","B285","blue","279","B279","adult",NA,"6:34","7:29","7:34",15,15,"3",NA,NA,NA,"no","yes",NA,"At 7:26 - human distrubance - all birds left"
"binder","68","1990",4,11,"7:10 - spotlighting SS","White","north","none","0 to 5","50","no","no","~20",NA,"clear",NA,NA,"strut","white yellow","1299","WY1299",NA,NA,NA,NA,NA,"6:34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"At 7:26 - human distrubance - all birds left"
"binder, floppy","69","1990",4,12,"6:55",NA,"north","none","calm","70","no","sprinkle on and off","~30","Rain overnight","clear","prairie falcon","7 - no one flew","strut","red","1752","R1752","blue","1624","B1624","adult",NA,"6:30","7:02","7:07",26,26,"1",NA,"Female moved off",NA,"no",NA,NA,"Birds all oin SW side of road. By 7:30 no hens left. Left 7:40. Sunrise 6:30, trapping Sybille"
"binder","69","1990",4,12,"6:55",NA,"north","none","calm","70","no","sprinkle on and off","~30","Rain overnight","clear","prairie falcon","7 - no one flew","copulation","unmarked",NA,NA,NA,NA,NA,NA,NA,"6:30",NA,NA,NA,NA,NA,NA,NA,1,"yes",NA,NA,"Birds all oin SW side of road. By 7:30 no hens left. Left 7:40. Sunrise 6:30, trapping Sybille"
"binder, floppy","69","1990",4,12,"6:55",NA,"north","none","calm","70","no","sprinkle on and off","~30","Rain overnight","clear","prairie falcon","7 - no one flew","strut","blue","285","B285","blue","279","B279","adult",NA,"6:30","7:08","7:13",20,20,"2",NA,"BB -> UM",NA,"no","yes",NA,"Birds all oin SW side of road. By 7:30 no hens left. Left 7:40. Sunrise 6:30, trapping Sybille"
"binder, floppy","69","1990",4,12,"6:55",NA,"north","none","calm","70","no","sprinkle on and off","~30","Rain overnight","clear","prairie falcon","7 - no one flew","strut","blue","1670","B1670","orange","1364","O1364","adult",NA,"6:30","7:16","7:21",10,10,"2",NA,"Hens passing by",NA,"no","yes","no","Birds all oin SW side of road. By 7:30 no hens left. Left 7:40. Sunrise 6:30, trapping Sybille"
"binder, floppy","69","1990",4,12,"6:55",NA,"north","none","calm","70","no","sprinkle on and off","~30","Rain overnight","clear","prairie falcon","7 - no one flew","strut","white yellow","1239","WY1239","yellow","1263","Y1263","adult",NA,"6:30","7:16","7:21",23,23,"2",NA,"Hens passing by",NA,"no","no","yes","Birds all oin SW side of road. By 7:30 no hens left. Left 7:40. Sunrise 6:30, trapping Sybille"
"binder, floppy","69","1990",4,12,"6:55",NA,"north","none","calm","70","no","sprinkle on and off","~30","Rain overnight","clear","prairie falcon","7 - no one flew","strut","white","1476","W1476","orange","1380","O1380","juv",NA,"6:30","7:22","7:27",32,32,"2",NA,"Chasing hen @",NA,"no",NA,NA,"Birds all oin SW side of road. By 7:30 no hens left. Left 7:40. Sunrise 6:30, trapping Sybille"
"binder, floppy","69","1990",4,12,"6:55",NA,"north","none","calm","70","no","sprinkle on and off","~30","Rain overnight","clear","prairie falcon","7 - no one flew","strut","white red","1757","WR1757","red","1760","R1760","adult",NA,"6:30","7:25","7:30",29,29,"2",NA,NA,NA,"no","yes","no","Birds all oin SW side of road. By 7:30 no hens left. Left 7:40. Sunrise 6:30, trapping Sybille"
"binder, floppy","69","1990",4,12,"6:55",NA,"north","none","calm","70","no","sprinkle on and off","~30","Rain overnight","clear","prairie falcon","7 - no one flew","strut","white","660","W660","yellow","1113","Y1113","adult",NA,"6:30","7:28","7:33",13,13,"3",NA,NA,NA,"no",NA,NA,"Birds all oin SW side of road. By 7:30 no hens left. Left 7:40. Sunrise 6:30, trapping Sybille"
"binder, floppy","69","1990",4,12,"6:55",NA,"north","none","calm","70","no","sprinkle on and off","~30","Rain overnight","clear","prairie falcon","7 - no one flew","strut","green","1593","G1593","red","1710","R1710","adult",NA,"6:30","7:30","7:35",0,0,"3",NA,NA,NA,"no","yes","no","Birds all oin SW side of road. By 7:30 no hens left. Left 7:40. Sunrise 6:30, trapping Sybille"
"binder, floppy","69","1990",4,12,"6:55",NA,"north","none","calm","70","no","sprinkle on and off","~30","Rain overnight","clear","prairie falcon","7 - no one flew","strut","green","1560","G1560","blue","1620","B1620","adult",NA,"6:30","7:34","7:39",NA,0,"0",NA,NA,NA,"no","yes",NA,"Birds all oin SW side of road. By 7:30 no hens left. Left 7:40. Sunrise 6:30, trapping Sybille"
"binder, floppy","70","1990",4,14,NA,"White/Colin/Koeppen","north","spotlight","0 to 5 , gusty","70","no","no","~30",NA,"clear",NA,NA,"strut","white yellow","1239","WY1239","yellow","1263","Y1263","adult",NA,"6:27","6:15","6:20",0,0,"3",NA,NA,NA,"no","no","yes","Only ~ 5 hens left at 7:00. GB -> UM male. 7:38 all female gone, rest 2 males gone - rest very dispersed"
"binder, floppy","70","1990",4,14,NA,"White/Colin/Koeppen","north","spotlight","0 to 5 , gusty","70","no","no","~30",NA,"clear",NA,NA,"strut","green","1560","G1560","blue","1620","B1620","adult",NA,"6:27","6:18","6:23",32,32,"1",NA,NA,NA,"yes","yes",NA,"Only ~ 5 hens left at 7:00. GB -> UM male. 7:38 all female gone, rest 2 males gone - rest very dispersed"
"binder, floppy","70","1990",4,14,NA,"White/Colin/Koeppen","north","spotlight","0 to 5 , gusty","70","no","no","~30",NA,"clear",NA,NA,"strut","white","660","W660","yellow","1113","Y1113","adult",NA,"6:27","6:23","6:28",20,20,"1",NA,NA,NA,"no",NA,NA,"Only ~ 5 hens left at 7:00. GB -> UM male. 7:38 all female gone, rest 2 males gone - rest very dispersed"
"binder, floppy","71","1990",4,15,"6:10","White/Hutchinson","north","spotlight","calm","10","no","no","~30","Heavy fog","clear",NA,NA,"strut","white red","1757","WR1757","red","1760","R1760","adult",NA,"6:25","6:21","6:26",22,22,"3",NA,"Hen  flew off",NA,"no","yes","no","All hens gone 7:30, left at 8:00"
"binder, floppy","71","1990",4,15,"6:10","White/Hutchinson","north","spotlight","calm","10","no","no","~30","Heavy fog","clear",NA,NA,"strut","white","660","W660","yellow","1113","Y1113","adult",NA,"6:25","6:37","6:42",31,31,"1",NA,NA,NA,"no",NA,NA,"All hens gone 7:30, left at 8:00"
"binder, floppy","71","1990",4,15,"6:10","White/Hutchinson","north","spotlight","calm","10","no","no","~30","Heavy fog","clear",NA,NA,"strut","white","1476","W1476","orange","1380","O1380","juv",NA,"6:25","6:30","6:35",34,34,"3",NA,"Chased off UM male",NA,"no",NA,NA,"All hens gone 7:30, left at 8:00"
"binder, floppy","71","1990",4,15,"6:10","White/Hutchinson","north","spotlight","calm","10","no","no","~30","Heavy fog","clear",NA,NA,"strut","blue","1670","B1670","orange","1364","O1364","adult",NA,"6:25","6:38","6:43",47,47,"1",NA,NA,NA,"no","yes","no","All hens gone 7:30, left at 8:00"
"binder, floppy","71","1990",4,15,"6:10","White/Hutchinson","north","spotlight","calm","10","no","no","~30","Heavy fog","clear",NA,NA,"strut","white orange","1372","WO1372","orange","1373","O1373","adult",NA,"6:25","6:49","6:54",20,20,"1",NA,NA,NA,"no","yes","no","All hens gone 7:30, left at 8:00"
"binder, floppy","71","1990",4,15,"6:10","White/Hutchinson","north","spotlight","calm","10","no","no","~30","Heavy fog","clear",NA,NA,"strut","blue","285","B285","blue","279","B279","adult",NA,"6:25","6:51","6:56",37,37,"1",NA,NA,NA,"no","yes",NA,"All hens gone 7:30, left at 8:00"
"binder, floppy","71","1990",4,15,"6:10","White/Hutchinson","north","spotlight","calm","10","no","no","~30","Heavy fog","clear",NA,NA,"strut","yellow","1272","Y1272","white","1413","W1413","adult",NA,"6:25","7:02","7:07",23,23,"3",NA,NA,NA,"no","no","no","All hens gone 7:30, left at 8:00"
"binder, floppy","71","1990",4,15,"6:10","White/Hutchinson","north","spotlight","calm","10","no","no","~30","Heavy fog","clear",NA,NA,"strut","white yellow","1239","WY1239","yellow","1263","Y1263","adult",NA,"6:25","7:20","7:25",1,1,"3",NA,NA,NA,"no","no","yes","All hens gone 7:30, left at 8:00"
"binder, floppy","72","1990",4,16,"6:08","White","north","none","20 to 25","60","no","no","37","Thunderstorm moving in","clear","?","7:12; about half males left","strut","white","660","W660","yellow","1113","Y1113","adult",NA,"6:30","7:11","7:16",33,33,"1",NA,NA,NA,"no",NA,NA,"7:26 - 5 males flew off. Golden eagle  ~1/2 mile N of lek flew over ~6:10 - bird all ? . G/B + UM male chased female at on NE side of road. From 6:35 - 7:03: no strutting activity at all. From 7:03 - only 1 UM male strutting. Hawks diving at lek all morning. Hard for birds to strut with the wind. 7:13 - ? all lek. Left 7:30"
"binder, floppy","73","1990",4,18,"6:05","White","north","none","calm","60","no","no","30",NA,"clear",NA,NA,"strut","red","1752","R1752","blue","1624","B1624","adult",NA,"6:39","6:34","6:39",22,22,"3",NA,NA,NA,"no",NA,NA,"BB -> juven. By 7:05 most strutting stopped - hen gone. 3/4 birds flew at 7:48. 7:48 - left"
"binder, floppy","73","1990",4,18,"6:05","White","north","none","calm","60","no","no","30",NA,"clear",NA,NA,"strut","blue","285","B285","blue","279","B279","adult",NA,"6:39","6:18","6:23",12,12,"3",NA,NA,NA,"no","yes",NA,"BB -> juven. By 7:05 most strutting stopped - hen gone. 3/4 birds flew at 7:48. 7:48 - left"
"binder, floppy","73","1990",4,18,"6:05","White","north","none","calm","60","no","no","30",NA,"clear",NA,NA,"strut","white orange","1372","WO1372","orange","1373","O1373","adult",NA,"6:39","6:21","6:26",0,0,"3",NA,"(?)",NA,"no","yes","no","BB -> juven. By 7:05 most strutting stopped - hen gone. 3/4 birds flew at 7:48. 7:48 - left"
"binder, floppy","73","1990",4,18,"6:05","White","north","none","calm","60","no","no","30",NA,"clear",NA,NA,"strut","white yellow","1239","WY1239","yellow","1263","Y1263","adult",NA,"6:39","6:24","6:29",12,12,"3",NA,"Standoff UM",NA,"no","no","yes","BB -> juven. By 7:05 most strutting stopped - hen gone. 3/4 birds flew at 7:48. 7:48 - left"
"binder, floppy","73","1990",4,18,"6:05","White","north","none","calm","60","no","no","30",NA,"clear",NA,NA,"strut","blue","1666","B1666","yellow","1267","Y1267","adult",NA,"6:39","6:37","6:42",2,2,"3",NA,"(?) gone , w/ RB - standoff",NA,"no","no","no","BB -> juven. By 7:05 most strutting stopped - hen gone. 3/4 birds flew at 7:48. 7:48 - left"
"binder, floppy","73","1990",4,18,"6:05","White","north","none","calm","60","no","no","30",NA,"clear",NA,NA,"strut","blue","1670","B1670","orange","1364","O1364","adult",NA,"6:39","6:41","6:46",29,29,"3",NA,NA,NA,"no","yes","no","BB -> juven. By 7:05 most strutting stopped - hen gone. 3/4 birds flew at 7:48. 7:48 - left"
"binder, floppy","73","1990",4,18,"6:05","White","north","none","calm","60","no","no","30",NA,"clear",NA,NA,"strut","white","660","W660","yellow","1113","Y1113","adult",NA,"6:39","6:48","6:53",25,25,"2",NA,"Female passed by",NA,"no",NA,NA,"BB -> juven. By 7:05 most strutting stopped - hen gone. 3/4 birds flew at 7:48. 7:48 - left"
"binder, floppy","73","1990",4,18,"6:05","White","north","none","calm","60","no","no","30",NA,"clear",NA,NA,"strut","white","1476","W1476","orange","1380","O1380","juv",NA,"6:39","6:53","6:58",29,29,"3",NA,NA,NA,"no",NA,NA,"BB -> juven. By 7:05 most strutting stopped - hen gone. 3/4 birds flew at 7:48. 7:48 - left"
"binder, floppy","73","1990",4,18,"6:05","White","north","none","calm","60","no","no","30",NA,"clear",NA,NA,"strut","white red","1757","WR1757","red","1760","R1760","adult",NA,"6:39","6:58","7:03",21,21,"3",NA,NA,NA,"no","yes","no","BB -> juven. By 7:05 most strutting stopped - hen gone. 3/4 birds flew at 7:48. 7:48 - left"
"binder, floppy","73","1990",4,18,"6:05","White","north","none","calm","60","no","no","30",NA,"clear",NA,NA,"strut","green","1560","G1560","blue","1620","B1620","adult",NA,"6:39","7:03","7:08",2,2,"3",NA,"Chased off by G/B, when (?) walking away from  east of lek",NA,"no","yes",NA,"BB -> juven. By 7:05 most strutting stopped - hen gone. 3/4 birds flew at 7:48. 7:48 - left"
"binder, floppy","73","1990",4,18,"6:05","White","north","none","calm","60","no","no","30",NA,"clear",NA,NA,"strut","green","1593","G1593","red","1710","R1710","adult",NA,"6:39","7:14","7:19",8,8,"3",NA,"- fiesty",NA,"no","yes","no","BB -> juven. By 7:05 most strutting stopped - hen gone. 3/4 birds flew at 7:48. 7:48 - left"
"binder, floppy","73","1990",4,18,"6:05","White","north","none","calm","60","no","no","30",NA,"clear",NA,NA,"strut","white orange","1389","WO1389","white","1444","W1444","adult",NA,"6:39","7:16","7:21",0,0,"3",NA,"- fiesty",NA,"no","yes","no","BB -> juven. By 7:05 most strutting stopped - hen gone. 3/4 birds flew at 7:48. 7:48 - left"
